Line: R29, Position: 79, Quotient: 0, Password: 0
Line: L39, Position: 31, Quotient: 0, Password: 4810
Line: L64, Position: 67, Quotient: -1, Password: 4811
Line: L97, Position: 70, Quotient: -1, Password: 4812
Line: R32, Position: 2, Quotient: 1, Password: 4813
Line: R598, Position: 0, Quotient: 1, Password: 4819
Line: R98, Position: 98, Quotient: 0, Password: 4819
Line: R302, Position: 0, Quotient: 1, Password: 4823
Line: R77, Position: 77, Quotient: 0, Password: 4823
Line: L54, Position: 23, Quotient: 0, Password: 4823
Line: R47, Position: 70, Quotient: 0, Password: 4823
Line: L70, Position: 0, Quotient: 0, Password: 4824
Line: R43, Position: 43, Quotient: 0, Password: 4824
Line: L62, Position: 81, Quotient: -1, Password: 4825
Line: L81, Position: 0, Quotient: 0, Password: 4826
Line: R75, Position: 75, Quotient: 0, Password: 4826
Line: R80, Position: 55, Quotient: 1, Password: 4827
Line: L55, Position: 0, Quotient: 0, Password: 4828
Line: R19, Position: 19, Quotient: 0, Password: 4828
Line: R96, Position: 15, Quotient: 1, Password: 4829
Line: R85, Position: 0, Quotient: 1, Password: 4830
Line: L44, Position: 56, Quotient: -1, Password: 4830
Line: L8, Position: 48, Quotient: 0, Password: 4830
Line: L49, Position: 99, Quotient: -1, Password: 4831
Line: R1, Position: 0, Quotient: 1, Password: 4832
Line: L31, Position: 69, Quotient: -1, Password: 4832
Line: R67, Position: 36, Quotient: 1, Password: 4833
Line: L15, Position: 21, Quotient: 0, Password: 4833
Line: L234, Position: 87, Quotient: -1, Password: 4836
Line: R20, Position: 7, Quotient: 1, Password: 4837
Line: L167, Position: 40, Quotient: -1, Password: 4839
Line: L40, Position: 0, Quotient: 0, Password: 4840
Line: L948, Position: 52, Quotient: -1, Password: 4849
Line: L52, Position: 0, Quotient: 0, Password: 4850
Line: R20, Position: 20, Quotient: 0, Password: 4850
Line: R80, Position: 0, Quotient: 1, Password: 4851
Line: R916, Position: 16, Quotient: 0, Password: 4860
Line: L45, Position: 71, Quotient: -1, Password: 4861
Line: R29, Position: 0, Quotient: 1, Password: 4862
Line: R22, Position: 22, Quotient: 0, Password: 4862
Line: R51, Position: 73, Quotient: 0, Password: 4862
Line: L128, Position: 45, Quotient: 0, Password: 4863
Line: R39, Position: 84, Quotient: 0, Password: 4863
Line: R78, Position: 62, Quotient: 1, Password: 4864
Line: R38, Position: 0, Quotient: 1, Password: 4865
Line: R3, Position: 3, Quotient: 0, Password: 4865
Line: L912, Position: 91, Quotient: -1, Password: 4875
Line: R69, Position: 60, Quotient: 1, Password: 4876
Line: L70, Position: 90, Quotient: -1, Password: 4877
Line: L5, Position: 85, Quotient: 0, Password: 4877
Line: L519, Position: 66, Quotient: 0, Password: 4882
Line: R234, Position: 0, Quotient: 1, Password: 4885
Line: L13, Position: 87, Quotient: -1, Password: 4885
Line: L27, Position: 60, Quotient: 0, Password: 4885
Line: L64, Position: 96, Quotient: -1, Password: 4886
Line: L86, Position: 10, Quotient: 0, Password: 4886
Line: R48, Position: 58, Quotient: 0, Password: 4886
Line: R84, Position: 42, Quotient: 1, Password: 4887
Line: L542, Position: 0, Quotient: 0, Password: 4893
Line: L97, Position: 3, Quotient: -1, Password: 4893
Line: L3, Position: 0, Quotient: 0, Password: 4894
Line: L71, Position: 29, Quotient: -1, Password: 4894
Line: L24, Position: 5, Quotient: 0, Password: 4894
Line: L7, Position: 98, Quotient: -1, Password: 4895
Line: R49, Position: 47, Quotient: 1, Password: 4896
Line: R240, Position: 87, Quotient: 0, Password: 4898
Line: R13, Position: 0, Quotient: 1, Password: 4899
Line: R903, Position: 3, Quotient: 0, Password: 4908
Line: L95, Position: 8, Quotient: -1, Password: 4909
Line: R92, Position: 0, Quotient: 1, Password: 4910
Line: L2, Position: 98, Quotient: -1, Password: 4910
Line: L29, Position: 69, Quotient: 0, Password: 4910
Line: R20, Position: 89, Quotient: 0, Password: 4910
Line: R42, Position: 31, Quotient: 1, Password: 4911
Line: L731, Position: 0, Quotient: 0, Password: 4919
Line: L79, Position: 21, Quotient: -1, Password: 4919
Line: R38, Position: 59, Quotient: 0, Password: 4919
Line: R41, Position: 0, Quotient: 1, Password: 4920
Line: L932, Position: 68, Quotient: -1, Password: 4929
Line: L225, Position: 43, Quotient: 0, Password: 4931
Line: R48, Position: 91, Quotient: 0, Password: 4931
Line: R76, Position: 67, Quotient: 1, Password: 4932
Line: L584, Position: 83, Quotient: -1, Password: 4938
Line: R49, Position: 32, Quotient: 1, Password: 4939
Line: L49, Position: 83, Quotient: -1, Password: 4940
Line: L86, Position: 97, Quotient: -1, Password: 4941
Line: L97, Position: 0, Quotient: 0, Password: 4942
Line: R71, Position: 71, Quotient: 0, Password: 4942
Line: L290, Position: 81, Quotient: -1, Password: 4945
Line: R19, Position: 0, Quotient: 1, Password: 4946
Line: R158, Position: 58, Quotient: 0, Password: 4947
Line: L958, Position: 0, Quotient: 0, Password: 4957
Line: R8, Position: 8, Quotient: 0, Password: 4957
Line: L308, Position: 0, Quotient: 0, Password: 4961
Line: R289, Position: 89, Quotient: 0, Password: 4963
Line: L36, Position: 53, Quotient: 0, Password: 4963
Line: R47, Position: 0, Quotient: 1, Password: 4964
Line: L60, Position: 40, Quotient: -1, Password: 4964
Line: L940, Position: 0, Quotient: 0, Password: 4974
Line: R63, Position: 63, Quotient: 0, Password: 4974
Line: R37, Position: 0, Quotient: 1, Password: 4975
Line: R67, Position: 67, Quotient: 0, Password: 4975
Line: R89, Position: 56, Quotient: 1, Password: 4976
Line: L19, Position: 37, Quotient: 0, Password: 4976
Line: R81, Position: 18, Quotient: 1, Password: 4977
Line: L167, Position: 51, Quotient: -1, Password: 4979
Line: L480, Position: 71, Quotient: -1, Password: 4984
Line: L98, Position: 73, Quotient: -1, Password: 4985
Line: R58, Position: 31, Quotient: 1, Password: 4986
Line: L64, Position: 67, Quotient: -1, Password: 4987
Line: R86, Position: 53, Quotient: 1, Password: 4988
Line: L53, Position: 0, Quotient: 0, Password: 4989
Line: L40, Position: 60, Quotient: -1, Password: 4989
Line: R17, Position: 77, Quotient: 0, Password: 4989
Line: R8, Position: 85, Quotient: 0, Password: 4989
Line: R29, Position: 14, Quotient: 1, Password: 4990
Line: L14, Position: 0, Quotient: 0, Password: 4991
Line: L52, Position: 48, Quotient: -1, Password: 4991
Line: L48, Position: 0, Quotient: 0, Password: 4992
Line: R2, Position: 2, Quotient: 0, Password: 4992
Line: L2, Position: 0, Quotient: 0, Password: 4993
Line: R85, Position: 85, Quotient: 0, Password: 4993
Line: R65, Position: 50, Quotient: 1, Password: 4994
Line: L50, Position: 0, Quotient: 0, Password: 4995
Line: L61, Position: 39, Quotient: -1, Password: 4995
Line: R92, Position: 31, Quotient: 1, Password: 4996
Line: R369, Position: 0, Quotient: 1, Password: 5000
Line: L56, Position: 44, Quotient: -1, Password: 5000
Line: R26, Position: 70, Quotient: 0, Password: 5000
Line: R16, Position: 86, Quotient: 0, Password: 5000
Line: L28, Position: 58, Quotient: 0, Password: 5000
Line: R11, Position: 69, Quotient: 0, Password: 5000
Line: R48, Position: 17, Quotient: 1, Password: 5001
Line: L43, Position: 74, Quotient: -1, Password: 5002
Line: L632, Position: 42, Quotient: 0, Password: 5008
Line: R89, Position: 31, Quotient: 1, Password: 5009
Line: L79, Position: 52, Quotient: -1, Password: 5010
Line: R1, Position: 53, Quotient: 0, Password: 5010
Line: R204, Position: 57, Quotient: 0, Password: 5012
Line: R26, Position: 83, Quotient: 0, Password: 5012
Line: R99, Position: 82, Quotient: 1, Password: 5013
Line: L82, Position: 0, Quotient: 0, Password: 5014
Line: R87, Position: 87, Quotient: 0, Password: 5014
Line: L87, Position: 0, Quotient: 0, Password: 5015
Line: R99, Position: 99, Quotient: 0, Password: 5015
Line: R252, Position: 51, Quotient: 1, Password: 5018
Line: L14, Position: 37, Quotient: 0, Password: 5018
Line: R66, Position: 3, Quotient: 1, Password: 5019
Line: L84, Position: 19, Quotient: -1, Password: 5020
Line: R81, Position: 0, Quotient: 1, Password: 5021
Line: R64, Position: 64, Quotient: 0, Password: 5021
Line: R754, Position: 18, Quotient: 1, Password: 5029
Line: R25, Position: 43, Quotient: 0, Password: 5029
Line: L45, Position: 98, Quotient: -1, Password: 5030
Line: R2, Position: 0, Quotient: 1, Password: 5031
Line: R879, Position: 79, Quotient: 0, Password: 5039
Line: L36, Position: 43, Quotient: 0, Password: 5039
Line: R43, Position: 86, Quotient: 0, Password: 5039
Line: R254, Position: 40, Quotient: 1, Password: 5042
Line: L40, Position: 0, Quotient: 0, Password: 5043
Line: R231, Position: 31, Quotient: 0, Password: 5045
Line: L27, Position: 4, Quotient: 0, Password: 5045
Line: L14, Position: 90, Quotient: -1, Password: 5046
Line: L9, Position: 81, Quotient: 0, Password: 5046
Line: R23, Position: 4, Quotient: 1, Password: 5047
Line: L4, Position: 0, Quotient: 0, Password: 5048
Line: R76, Position: 76, Quotient: 0, Password: 5048
Line: R325, Position: 1, Quotient: 1, Password: 5052
Line: R99, Position: 0, Quotient: 1, Password: 5053
Line: L56, Position: 44, Quotient: -1, Password: 5053
Line: L33, Position: 11, Quotient: 0, Password: 5053
Line: R17, Position: 28, Quotient: 0, Password: 5053
Line: R98, Position: 26, Quotient: 1, Password: 5054
Line: R82, Position: 8, Quotient: 1, Password: 5055
Line: R92, Position: 0, Quotient: 1, Password: 5056
Line: R59, Position: 59, Quotient: 0, Password: 5056
Line: R703, Position: 62, Quotient: 0, Password: 5063
Line: L46, Position: 16, Quotient: 0, Password: 5063
Line: L10, Position: 6, Quotient: 0, Password: 5063
Line: R94, Position: 0, Quotient: 1, Password: 5064
Line: L75, Position: 25, Quotient: -1, Password: 5064
Line: R75, Position: 0, Quotient: 1, Password: 5065
Line: L71, Position: 29, Quotient: -1, Password: 5065
Line: R95, Position: 24, Quotient: 1, Password: 5066
Line: R76, Position: 0, Quotient: 1, Password: 5067
Line: R20, Position: 20, Quotient: 0, Password: 5067
Line: R80, Position: 0, Quotient: 1, Password: 5068
Line: R16, Position: 16, Quotient: 0, Password: 5068
Line: R944, Position: 60, Quotient: 0, Password: 5077
Line: L80, Position: 80, Quotient: -1, Password: 5078
Line: R75, Position: 55, Quotient: 1, Password: 5079
Line: L60, Position: 95, Quotient: -1, Password: 5080
Line: L14, Position: 81, Quotient: 0, Password: 5080
Line: L369, Position: 12, Quotient: 0, Password: 5083
Line: L96, Position: 16, Quotient: -1, Password: 5084
Line: R64, Position: 80, Quotient: 0, Password: 5084
Line: R20, Position: 0, Quotient: 1, Password: 5085
Line: L36, Position: 64, Quotient: -1, Password: 5085
Line: R171, Position: 35, Quotient: 1, Password: 5087
Line: L35, Position: 0, Quotient: 0, Password: 5088
Line: R77, Position: 77, Quotient: 0, Password: 5088
Line: L77, Position: 0, Quotient: 0, Password: 5089
Line: R6, Position: 6, Quotient: 0, Password: 5089
Line: R494, Position: 0, Quotient: 1, Password: 5094
Line: L88, Position: 12, Quotient: -1, Password: 5094
Line: R6, Position: 18, Quotient: 0, Password: 5094
Line: L18, Position: 0, Quotient: 0, Password: 5095
Line: L73, Position: 27, Quotient: -1, Password: 5095
Line: L727, Position: 0, Quotient: 0, Password: 5103
Line: R257, Position: 57, Quotient: 0, Password: 5105
Line: R3, Position: 60, Quotient: 0, Password: 5105
Line: R3, Position: 63, Quotient: 0, Password: 5105
Line: L71, Position: 92, Quotient: -1, Password: 5106
Line: R47, Position: 39, Quotient: 1, Password: 5107
Line: L637, Position: 2, Quotient: 0, Password: 5113
Line: L2, Position: 0, Quotient: 0, Password: 5114
Line: R95, Position: 95, Quotient: 0, Password: 5114
Line: R78, Position: 73, Quotient: 1, Password: 5115
Line: R40, Position: 13, Quotient: 1, Password: 5116
Line: R81, Position: 94, Quotient: 0, Password: 5116
Line: R73, Position: 67, Quotient: 1, Password: 5117
Line: R33, Position: 0, Quotient: 1, Password: 5118
Line: L70, Position: 30, Quotient: -1, Password: 5118
Line: R82, Position: 12, Quotient: 1, Password: 5119
Line: R477, Position: 89, Quotient: 0, Password: 5123
Line: L89, Position: 0, Quotient: 0, Password: 5124
Line: R246, Position: 46, Quotient: 0, Password: 5126
Line: R68, Position: 14, Quotient: 1, Password: 5127
Line: R86, Position: 0, Quotient: 1, Password: 5128
Line: L32, Position: 68, Quotient: -1, Password: 5128
Line: R18, Position: 86, Quotient: 0, Password: 5128
Line: R49, Position: 35, Quotient: 1, Password: 5129
Line: R77, Position: 12, Quotient: 1, Password: 5130
Line: R88, Position: 0, Quotient: 1, Password: 5131
Line: R49, Position: 49, Quotient: 0, Password: 5131
Line: R23, Position: 72, Quotient: 0, Password: 5131
Line: R96, Position: 68, Quotient: 1, Password: 5132
Line: L67, Position: 1, Quotient: 0, Password: 5132
Line: L1, Position: 0, Quotient: 0, Password: 5133
Line: L93, Position: 7, Quotient: -1, Password: 5133
Line: L9, Position: 98, Quotient: -1, Password: 5134
Line: L68, Position: 30, Quotient: 0, Password: 5134
Line: L87, Position: 43, Quotient: -1, Password: 5135
Line: R29, Position: 72, Quotient: 0, Password: 5135
Line: L46, Position: 26, Quotient: 0, Password: 5135
Line: R74, Position: 0, Quotient: 1, Password: 5136
Line: R55, Position: 55, Quotient: 0, Password: 5136
Line: R45, Position: 0, Quotient: 1, Password: 5137
Line: R99, Position: 99, Quotient: 0, Password: 5137
Line: R123, Position: 22, Quotient: 1, Password: 5139
Line: L22, Position: 0, Quotient: 0, Password: 5140
Line: L72, Position: 28, Quotient: -1, Password: 5140
Line: R72, Position: 0, Quotient: 1, Password: 5141
Line: R89, Position: 89, Quotient: 0, Password: 5141
Line: R64, Position: 53, Quotient: 1, Password: 5142
Line: R66, Position: 19, Quotient: 1, Password: 5143
Line: L19, Position: 0, Quotient: 0, Password: 5144
Line: R98, Position: 98, Quotient: 0, Password: 5144
Line: R2, Position: 0, Quotient: 1, Password: 5145
Line: R7, Position: 7, Quotient: 0, Password: 5145
Line: R80, Position: 87, Quotient: 0, Password: 5145
Line: R259, Position: 46, Quotient: 1, Password: 5148
Line: R25, Position: 71, Quotient: 0, Password: 5148
Line: L48, Position: 23, Quotient: 0, Password: 5148
Line: L15, Position: 8, Quotient: 0, Password: 5148
Line: L11, Position: 97, Quotient: -1, Password: 5149
Line: R87, Position: 84, Quotient: 1, Password: 5150
Line: L32, Position: 52, Quotient: 0, Password: 5150
Line: L75, Position: 77, Quotient: -1, Password: 5151
Line: L49, Position: 28, Quotient: 0, Password: 5151
Line: L38, Position: 90, Quotient: -1, Password: 5152
Line: R10, Position: 0, Quotient: 1, Password: 5153
Line: R2, Position: 2, Quotient: 0, Password: 5153
Line: L10, Position: 92, Quotient: -1, Password: 5154
Line: L92, Position: 0, Quotient: 0, Password: 5155
Line: L743, Position: 57, Quotient: -1, Password: 5162
Line: R638, Position: 95, Quotient: 0, Password: 5168
Line: L39, Position: 56, Quotient: 0, Password: 5168
Line: R42, Position: 98, Quotient: 0, Password: 5168
Line: R723, Position: 21, Quotient: 1, Password: 5176
Line: L661, Position: 60, Quotient: -1, Password: 5183
Line: L21, Position: 39, Quotient: 0, Password: 5183
Line: R581, Position: 20, Quotient: 1, Password: 5189
Line: R93, Position: 13, Quotient: 1, Password: 5190
Line: R187, Position: 0, Quotient: 1, Password: 5192
Line: L783, Position: 17, Quotient: -1, Password: 5199
Line: L835, Position: 82, Quotient: -1, Password: 5208
Line: R83, Position: 65, Quotient: 1, Password: 5209
Line: R835, Position: 0, Quotient: 1, Password: 5218
Line: L98, Position: 2, Quotient: -1, Password: 5218
Line: R35, Position: 37, Quotient: 0, Password: 5218
Line: L49, Position: 88, Quotient: -1, Password: 5219
Line: R916, Position: 4, Quotient: 1, Password: 5229
Line: L44, Position: 60, Quotient: -1, Password: 5230
Line: R640, Position: 0, Quotient: 1, Password: 5237
Line: L84, Position: 16, Quotient: -1, Password: 5237
Line: R26, Position: 42, Quotient: 0, Password: 5237
Line: L42, Position: 0, Quotient: 0, Password: 5238
Line: L834, Position: 66, Quotient: -1, Password: 5246
Line: R34, Position: 0, Quotient: 1, Password: 5247
Line: L14, Position: 86, Quotient: -1, Password: 5247
Line: R60, Position: 46, Quotient: 1, Password: 5248
Line: L55, Position: 91, Quotient: -1, Password: 5249
Line: L91, Position: 0, Quotient: 0, Password: 5250
Line: L15, Position: 85, Quotient: -1, Password: 5250
Line: R34, Position: 19, Quotient: 1, Password: 5251
Line: L945, Position: 74, Quotient: -1, Password: 5261
Line: L15, Position: 59, Quotient: 0, Password: 5261
Line: L513, Position: 46, Quotient: 0, Password: 5266
Line: L46, Position: 0, Quotient: 0, Password: 5267
Line: R52, Position: 52, Quotient: 0, Password: 5267
Line: R648, Position: 0, Quotient: 1, Password: 5274
Line: R30, Position: 30, Quotient: 0, Password: 5274
Line: R70, Position: 0, Quotient: 1, Password: 5275
Line: L864, Position: 36, Quotient: -1, Password: 5283
Line: R265, Position: 1, Quotient: 1, Password: 5286
Line: R83, Position: 84, Quotient: 0, Password: 5286
Line: L702, Position: 82, Quotient: 0, Password: 5293
Line: R92, Position: 74, Quotient: 1, Password: 5294
Line: R8, Position: 82, Quotient: 0, Password: 5294
Line: R58, Position: 40, Quotient: 1, Password: 5295
Line: L14, Position: 26, Quotient: 0, Password: 5295
Line: R564, Position: 90, Quotient: 0, Password: 5300
Line: R81, Position: 71, Quotient: 1, Password: 5301
Line: R29, Position: 0, Quotient: 1, Password: 5302
Line: L26, Position: 74, Quotient: -1, Password: 5302
Line: L1, Position: 73, Quotient: 0, Password: 5302
Line: L990, Position: 83, Quotient: -1, Password: 5312
Line: R517, Position: 0, Quotient: 1, Password: 5318
Line: L14, Position: 86, Quotient: -1, Password: 5318
Line: L528, Position: 58, Quotient: 0, Password: 5323
Line: L97, Position: 61, Quotient: -1, Password: 5324
Line: R86, Position: 47, Quotient: 1, Password: 5325
Line: L47, Position: 0, Quotient: 0, Password: 5326
Line: R765, Position: 65, Quotient: 0, Password: 5333
Line: L69, Position: 96, Quotient: -1, Password: 5334
Line: R99, Position: 95, Quotient: 1, Password: 5335
Line: R35, Position: 30, Quotient: 1, Password: 5336
Line: R70, Position: 0, Quotient: 1, Password: 5337
Line: R92, Position: 92, Quotient: 0, Password: 5337
Line: L606, Position: 86, Quotient: 0, Password: 5343
Line: L131, Position: 55, Quotient: 0, Password: 5344
Line: L20, Position: 35, Quotient: 0, Password: 5344
Line: L35, Position: 0, Quotient: 0, Password: 5345
Line: L9, Position: 91, Quotient: -1, Password: 5345
Line: L91, Position: 0, Quotient: 0, Password: 5346
Line: R2, Position: 2, Quotient: 0, Password: 5346
Line: L9, Position: 93, Quotient: -1, Password: 5347
Line: R94, Position: 87, Quotient: 1, Password: 5348
Line: L87, Position: 0, Quotient: 0, Password: 5349
Line: L95, Position: 5, Quotient: -1, Password: 5349
Line: L86, Position: 19, Quotient: -1, Password: 5350
Line: R60, Position: 79, Quotient: 0, Password: 5350
Line: R79, Position: 58, Quotient: 1, Password: 5351
Line: L58, Position: 0, Quotient: 0, Password: 5352
Line: R38, Position: 38, Quotient: 0, Password: 5352
Line: L81, Position: 57, Quotient: -1, Password: 5353
Line: R43, Position: 0, Quotient: 1, Password: 5354
Line: L24, Position: 76, Quotient: -1, Password: 5354
Line: L76, Position: 0, Quotient: 0, Password: 5355
Line: R51, Position: 51, Quotient: 0, Password: 5355
Line: L81, Position: 70, Quotient: -1, Password: 5356
Line: L92, Position: 78, Quotient: -1, Password: 5357
Line: L78, Position: 0, Quotient: 0, Password: 5358
Line: R40, Position: 40, Quotient: 0, Password: 5358
Line: L14, Position: 26, Quotient: 0, Password: 5358
Line: R78, Position: 4, Quotient: 1, Password: 5359
Line: L970, Position: 34, Quotient: -1, Password: 5369
Line: L73, Position: 61, Quotient: -1, Password: 5370
Line: R76, Position: 37, Quotient: 1, Password: 5371
Line: L37, Position: 0, Quotient: 0, Password: 5372
Line: L87, Position: 13, Quotient: -1, Password: 5372
Line: L47, Position: 66, Quotient: -1, Password: 5373
Line: R61, Position: 27, Quotient: 1, Password: 5374
Line: L27, Position: 0, Quotient: 0, Password: 5375
Line: L41, Position: 59, Quotient: -1, Password: 5375
Line: R73, Position: 32, Quotient: 1, Password: 5376
Line: L26, Position: 6, Quotient: 0, Password: 5376
Line: L6, Position: 0, Quotient: 0, Password: 5377
Line: R30, Position: 30, Quotient: 0, Password: 5377
Line: R70, Position: 0, Quotient: 1, Password: 5378
Line: L97, Position: 3, Quotient: -1, Password: 5378
Line: R712, Position: 15, Quotient: 0, Password: 5385
Line: R19, Position: 34, Quotient: 0, Password: 5385
Line: L42, Position: 92, Quotient: -1, Password: 5386
Line: L79, Position: 13, Quotient: 0, Password: 5386
Line: L58, Position: 55, Quotient: -1, Password: 5387
Line: R76, Position: 31, Quotient: 1, Password: 5388
Line: R69, Position: 0, Quotient: 1, Password: 5389
Line: R75, Position: 75, Quotient: 0, Password: 5389
Line: L75, Position: 0, Quotient: 0, Password: 5390
Line: R11, Position: 11, Quotient: 0, Password: 5390
Line: R53, Position: 64, Quotient: 0, Password: 5390
Line: L44, Position: 20, Quotient: 0, Password: 5390
Line: L21, Position: 99, Quotient: -1, Password: 5391
Line: L99, Position: 0, Quotient: 0, Password: 5392
Line: L38, Position: 62, Quotient: -1, Password: 5392
Line: R93, Position: 55, Quotient: 1, Password: 5393
Line: R245, Position: 0, Quotient: 1, Password: 5396
Line: R53, Position: 53, Quotient: 0, Password: 5396
Line: L47, Position: 6, Quotient: 0, Password: 5396
Line: L12, Position: 94, Quotient: -1, Password: 5397
Line: L194, Position: 0, Quotient: 0, Password: 5399
Line: L77, Position: 23, Quotient: -1, Password: 5399
Line: L99, Position: 24, Quotient: -1, Password: 5400
Line: R21, Position: 45, Quotient: 0, Password: 5400
Line: L45, Position: 0, Quotient: 0, Password: 5401
Line: R249, Position: 49, Quotient: 0, Password: 5403
Line: R56, Position: 5, Quotient: 1, Password: 5404
Line: R72, Position: 77, Quotient: 0, Password: 5404
Line: R23, Position: 0, Quotient: 1, Password: 5405
Line: R706, Position: 6, Quotient: 0, Password: 5412
Line: L6, Position: 0, Quotient: 0, Password: 5413
Line: L9, Position: 91, Quotient: -1, Password: 5413
Line: L60, Position: 31, Quotient: 0, Password: 5413
Line: L61, Position: 70, Quotient: -1, Password: 5414
Line: R8, Position: 78, Quotient: 0, Password: 5414
Line: L578, Position: 0, Quotient: 0, Password: 5420
Line: R509, Position: 9, Quotient: 0, Password: 5425
Line: R208, Position: 17, Quotient: 0, Password: 5427
Line: L14, Position: 3, Quotient: 0, Password: 5427
Line: L1, Position: 2, Quotient: 0, Password: 5427
Line: L2, Position: 0, Quotient: 0, Password: 5428
Line: L18, Position: 82, Quotient: -1, Password: 5428
Line: L195, Position: 87, Quotient: -1, Password: 5430
Line: R163, Position: 50, Quotient: 1, Password: 5432
Line: R507, Position: 57, Quotient: 0, Password: 5437
Line: L57, Position: 0, Quotient: 0, Password: 5438
Line: R23, Position: 23, Quotient: 0, Password: 5438
Line: L423, Position: 0, Quotient: 0, Password: 5443
Line: R11, Position: 11, Quotient: 0, Password: 5443
Line: R89, Position: 0, Quotient: 1, Password: 5444
Line: L120, Position: 80, Quotient: -1, Password: 5445
Line: L135, Position: 45, Quotient: 0, Password: 5446
Line: R67, Position: 12, Quotient: 1, Password: 5447
Line: L58, Position: 54, Quotient: -1, Password: 5448
Line: R46, Position: 0, Quotient: 1, Password: 5449
Line: R24, Position: 24, Quotient: 0, Password: 5449
Line: L40, Position: 84, Quotient: -1, Password: 5450
Line: R31, Position: 15, Quotient: 1, Password: 5451
Line: R35, Position: 50, Quotient: 0, Password: 5451
Line: R45, Position: 95, Quotient: 0, Password: 5451
Line: R84, Position: 79, Quotient: 1, Password: 5452
Line: R96, Position: 75, Quotient: 1, Password: 5453
Line: R625, Position: 0, Quotient: 1, Password: 5460
Line: R71, Position: 71, Quotient: 0, Password: 5460
Line: R129, Position: 0, Quotient: 1, Password: 5462
Line: L80, Position: 20, Quotient: -1, Password: 5462
Line: L325, Position: 95, Quotient: -1, Password: 5466
Line: R76, Position: 71, Quotient: 1, Password: 5467
Line: L42, Position: 29, Quotient: 0, Password: 5467
Line: R71, Position: 0, Quotient: 1, Password: 5468
Line: L40, Position: 60, Quotient: -1, Password: 5468
Line: R89, Position: 49, Quotient: 1, Password: 5469
Line: L37, Position: 12, Quotient: 0, Password: 5469
Line: R7, Position: 19, Quotient: 0, Password: 5469
Line: R84, Position: 3, Quotient: 1, Password: 5470
Line: R54, Position: 57, Quotient: 0, Password: 5470
Line: R43, Position: 0, Quotient: 1, Password: 5471
Line: L32, Position: 68, Quotient: -1, Password: 5471
Line: L57, Position: 11, Quotient: 0, Password: 5471
Line: L85, Position: 26, Quotient: -1, Password: 5472
Line: L26, Position: 0, Quotient: 0, Password: 5473
Line: L50, Position: 50, Quotient: -1, Password: 5473
Line: R50, Position: 0, Quotient: 1, Password: 5474
Line: L69, Position: 31, Quotient: -1, Password: 5474
Line: L16, Position: 15, Quotient: 0, Password: 5474
Line: R319, Position: 34, Quotient: 0, Password: 5477
Line: L56, Position: 78, Quotient: -1, Password: 5478
Line: L591, Position: 87, Quotient: -1, Password: 5484
Line: L84, Position: 3, Quotient: 0, Password: 5484
Line: L186, Position: 17, Quotient: -1, Password: 5486
Line: R811, Position: 28, Quotient: 0, Password: 5494
Line: R715, Position: 43, Quotient: 0, Password: 5501
Line: R8, Position: 51, Quotient: 0, Password: 5501
Line: L18, Position: 33, Quotient: 0, Password: 5501
Line: L33, Position: 0, Quotient: 0, Password: 5502
Line: L62, Position: 38, Quotient: -1, Password: 5502
Line: L38, Position: 0, Quotient: 0, Password: 5503
Line: L58, Position: 42, Quotient: -1, Password: 5503
Line: L687, Position: 55, Quotient: -1, Password: 5510
Line: L816, Position: 39, Quotient: 0, Password: 5518
Line: L39, Position: 0, Quotient: 0, Password: 5519
Line: R152, Position: 52, Quotient: 0, Password: 5520
Line: L489, Position: 63, Quotient: -1, Password: 5525
Line: L763, Position: 0, Quotient: 0, Password: 5533
Line: R71, Position: 71, Quotient: 0, Password: 5533
Line: R14, Position: 85, Quotient: 0, Password: 5533
Line: L8, Position: 77, Quotient: 0, Password: 5533
Line: L4, Position: 73, Quotient: 0, Password: 5533
Line: R731, Position: 4, Quotient: 1, Password: 5541
Line: R14, Position: 18, Quotient: 0, Password: 5541
Line: L18, Position: 0, Quotient: 0, Password: 5542
Line: L16, Position: 84, Quotient: -1, Password: 5542
Line: L95, Position: 89, Quotient: -1, Password: 5543
Line: R11, Position: 0, Quotient: 1, Password: 5544
Line: R14, Position: 14, Quotient: 0, Password: 5544
Line: R86, Position: 0, Quotient: 1, Password: 5545
Line: R89, Position: 89, Quotient: 0, Password: 5545
Line: L89, Position: 0, Quotient: 0, Password: 5546
Line: L20, Position: 80, Quotient: -1, Password: 5546
Line: R26, Position: 6, Quotient: 1, Password: 5547
Line: R94, Position: 0, Quotient: 1, Password: 5548
Line: R15, Position: 15, Quotient: 0, Password: 5548
Line: R85, Position: 0, Quotient: 1, Password: 5549
Line: L93, Position: 7, Quotient: -1, Password: 5549
Line: R58, Position: 65, Quotient: 0, Password: 5549
Line: R35, Position: 0, Quotient: 1, Password: 5550
Line: R39, Position: 39, Quotient: 0, Password: 5550
Line: R927, Position: 66, Quotient: 0, Password: 5559
Line: L765, Position: 1, Quotient: 0, Password: 5566
Line: L1, Position: 0, Quotient: 0, Password: 5567
Line: R44, Position: 44, Quotient: 0, Password: 5567
Line: R98, Position: 42, Quotient: 1, Password: 5568
Line: R46, Position: 88, Quotient: 0, Password: 5568
Line: R4, Position: 92, Quotient: 0, Password: 5568
Line: R8, Position: 0, Quotient: 1, Password: 5569
Line: L22, Position: 78, Quotient: -1, Password: 5569
